time,open,high,low,close,volume,trade_decision
2024-11-20 09:00:00,2624.275,2625.791,2621.132,2622.046,7357,Sell
2024-11-20 10:00:00,2622.024,2626.305,2620.952,2625.186,6811,No Trade
2024-11-20 11:00:00,2625.143,2628.211,2621.478,2628.165,7311,Buy
2024-11-20 12:00:00,2628.203,2632.505,2627.145,2631.873,7852,No Trade
2024-11-20 13:00:00,2631.831,2640.554,2631.245,2636.104,11587,Sell
2024-11-20 14:00:00,2636.143,2646.546,2634.206,2643.219,14634,No Trade
2024-11-20 15:00:00,2643.207,2649.012,2640.864,2648.89,10987,No Trade
2024-11-20 16:00:00,2648.888,2650.904,2646.125,2650.683,9834,Buy
2024-11-20 17:00:00,2650.703,2655.513,2649.279,2651.91,8198,No Trade
2024-11-20 18:00:00,2651.861,2652.229,2645.437,2648.653,8604,Sell
2024-11-20 19:00:00,2648.648,2653.257,2648.524,2650.952,5992,Sell
2024-11-20 20:00:00,2650.921,2651.269,2647.35,2648.988,6131,Sell
2024-11-20 21:00:00,2648.963,2650.591,2648.131,2650.035,4004,No Trade
2024-11-20 23:00:00,2651.304,2653.017,2649.051,2652.204,2970,No Trade
2024-11-21 00:00:00,2652.233,2658.957,2651.856,2658.538,4678,Buy
2024-11-21 01:00:00,2658.574,2660.546,2651.887,2653.408,8482,Sell
2024-11-21 02:00:00,2653.378,2658.286,2652.592,2653.778,6282,Sell
2024-11-21 03:00:00,2653.782,2657.328,2650.405,2656.981,5377,Buy
2024-11-21 04:00:00,2656.953,2659.077,2656.894,2657.009,3800,Sell
2024-11-21 05:00:00,2657.052,2658.22,2654.7,2656.93,5571,No Trade
2024-11-21 06:00:00,2657.001,2662.316,2656.617,2661.492,6729,No Trade
2024-11-21 07:00:00,2661.454,2664.803,2660.072,2663.179,6876,No Trade
2024-11-21 08:00:00,2663.14,2670.382,2662.089,2668.906,8103,No Trade
2024-11-21 09:00:00,2668.933,2671.779,2663.5,2668.892,8846,No Trade
2024-11-21 10:00:00,2668.891,2670.432,2665.144,2669.957,6626,Buy
2024-11-21 11:00:00,2669.998,2673.602,2668.392,2671.528,6728,No Trade
2024-11-21 12:00:00,2671.571,2671.896,2662.977,2663.416,7827,Sell
2024-11-21 13:00:00,2663.356,2667.802,2660.434,2665.465,16184,No Trade
2024-11-21 14:00:00,2665.5,2671.677,2661.429,2665.036,16196,No Trade
2024-11-21 15:00:00,2665.119,2670.585,2664.444,2667.716,14288,No Trade
2024-11-21 16:00:00,2667.754,2669.851,2661.386,2664.768,12868,Sell
2024-11-21 17:00:00,2664.796,2672.883,2661.857,2671.795,8794,No Trade
2024-11-21 18:00:00,2671.838,2673.206,2669.074,2672.421,7127,Buy
2024-11-21 19:00:00,2672.46,2673.596,2667.894,2669.764,6319,Sell
2024-11-21 20:00:00,2669.798,2671.898,2668.631,2671.524,5293,No Trade
2024-11-21 21:00:00,2671.568,2671.986,2668.138,2669.69,3723,Sell
2024-11-21 23:00:00,2669.941,2670.076,2668.226,2669.239,2977,No Trade
2024-11-22 00:00:00,2669.207,2673.665,2668.933,2673.149,4585,Buy
2024-11-22 01:00:00,2673.198,2679.585,2673.133,2677.927,9546,No Trade
2024-11-22 02:00:00,2677.894,2686.505,2677.359,2686.065,7597,Buy
2024-11-22 03:00:00,2686.062,2690.599,2681.493,2686.233,8363,No Trade
2024-11-22 04:00:00,2686.266,2692.46,2683.049,2688.781,6353,No Trade
2024-11-22 05:00:00,2688.823,2689.194,2683.142,2686.688,8203,No Trade
2024-11-22 06:00:00,2686.716,2693.305,2685.955,2692.946,8208,No Trade
2024-11-22 07:00:00,2692.977,2699.033,2690.532,2696.537,8404,No Trade
2024-11-22 08:00:00,2696.568,2700.545,2694.785,2697.342,11532,No Trade
2024-11-22 09:00:00,2697.382,2707.538,2693.634,2703.402,13292,No Trade
2024-11-22 10:00:00,2703.438,2708.67,2702.702,2707.719,9586,No Trade
2024-11-22 11:00:00,2707.758,2710.207,2697.069,2698.947,10813,Sell
2024-11-22 12:00:00,2698.906,2705.098,2697.076,2703.077,9491,No Trade
2024-11-22 13:00:00,2703.037,2704.243,2689.381,2693.037,18636,Sell
2024-11-22 14:00:00,2692.995,2696.414,2684.484,2694.852,20049,Buy
2024-11-22 15:00:00,2694.721,2705.128,2694.57,2703.796,16299,No Trade
2024-11-22 16:00:00,2703.818,2706.694,2700.887,2705.201,10737,Buy
2024-11-22 17:00:00,2705.3,2707.4,2703.608,2706.826,7712,No Trade
2024-11-22 18:00:00,2706.867,2711.498,2706.76,2710.858,7464,No Trade
2024-11-22 19:00:00,2710.903,2711.537,2707.017,2708.301,5839,Sell
2024-11-22 20:00:00,2708.26,2708.929,2705.165,2705.921,6324,Sell
2024-11-22 21:00:00,2705.886,2715.738,2705.787,2715.653,5267,Buy
2024-11-24 23:00:00,2711.266,2721.485,2710.828,2719.836,8444,No Trade
2024-11-25 00:00:00,2719.807,2720.216,2709.786,2710.716,8221,Sell
2024-11-25 01:00:00,2710.752,2711.236,2694.935,2701.288,22985,Sell
2024-11-25 02:00:00,2701.325,2704.59,2692.338,2695.344,11518,Sell
2024-11-25 03:00:00,2695.334,2697.514,2659.077,2672.316,25317,Sell
2024-11-25 04:00:00,2672.271,2676.455,2663.905,2672.623,11079,No Trade
2024-11-25 05:00:00,2672.667,2674.106,2658.268,2664.741,16359,Sell
2024-11-25 06:00:00,2664.791,2670.243,2661.71,2666.895,15458,No Trade
2024-11-25 07:00:00,2666.938,2672.665,2663.865,2667.854,11601,No Trade
2024-11-25 08:00:00,2667.889,2673.652,2667.178,2672.043,11588,No Trade
2024-11-25 09:00:00,2672.068,2675.306,2669.921,2673.94,8765,No Trade
2024-11-25 10:00:00,2673.906,2678.202,2668.914,2677.745,7701,Buy
2024-11-25 11:00:00,2677.709,2688.848,2677.676,2686.856,8764,No Trade
2024-11-25 12:00:00,2686.886,2687.176,2680.031,2681.035,9670,Sell
2024-11-25 13:00:00,2681.044,2687.943,2676.688,2678.319,18470,Sell
